k,psiUnw,sUsed,v_cmd
443,5.06802322654657,0.999999999999091,3.30274472259049
444,5.06802322654657,0.999999999999091,3.30274472259049
445,5.06802322654657,0.999999999999091,3.30274472259049
446,5.06802322654657,0.999999999999091,3.30274472259049
447,5.06802322654657,0.999999999999091,3.30274472259049
448,5.06802322654657,0.999999999999091,3.30274472259049
449,5.06802322654657,0.999999999999091,3.30274472259049
450,5.06802322654657,0.999999999999091,3.30274472259049
451,5.06802322654657,0.999999999999091,3.30274472259049
452,5.06802322654657,0.999999999999091,3.30274472259049
453,5.06802322654657,0.999999999999091,3.30274472259049
454,5.06802322654657,0.999999999999091,3.30274472259049
455,5.06802322654657,0.999999999999091,3.30274472259049
456,5.06802322654657,0.999999999999147,3.30274472259049
457,5.06802322654657,0.999999999999091,3.30274472259049
458,5.06802322654657,0.999999999999091,3.30274472259049
459,5.06802322654657,0.999999999999091,3.30274472259049
460,5.06802322654657,0.999999999999091,3.30274472259049
461,5.06802322654657,0.999999999999091,3.30274472259049
462,5.06802322654657,0.999999999999091,3.30274472259049
463,5.06802322654657,0.999999999999091,3.30274472259049
464,5.06802322654657,0.999999999999091,3.30274472259049
465,5.06802322654657,0.999999999999091,3.30274472259049
466,5.06802322654657,0.999999999999091,3.30274472259049
467,5.06802322654657,0.999999999999091,3.30274472259049
468,5.06802322654657,0.999999999999091,3.30274472259049
469,5.06802322654657,0.999999999999091,3.30274472259049
470,5.06802322654657,0.999999999999091,3.30274472259049
471,5.06802322654657,0.999999999999091,3.30274472259049
472,5.06802322654657,0.999999999999091,3.30274472259049
473,5.06802322654657,0.999999999999091,3.30274472259049
474,5.06802322654657,0.999999999999091,3.30274472259049
475,5.06802322654657,0.999999999999091,3.30274472259049
476,5.06802322654657,0.999999999999091,3.30274472259049
477,5.06802322654657,0.999999999999091,3.30274472259049
478,5.06802322654657,0.999999999999091,3.30274472259049
479,5.06802322654657,0.999999999999091,3.30274472259049
480,5.06802322654657,0.999999999999091,3.30274472259049
481,5.06802322654657,0.999999999999091,3.30274472259049
482,5.06802322654657,0.999999999999091,3.30274472259049
483,5.06802322654657,0.999999999999091,3.30274472259049
484,5.06802322654657,0.999999999999091,3.30274472259049
485,5.06802322654657,0.999999999999091,3.30274472259049
486,5.06802322654657,0.999999999999091,3.30274472259049
487,5.06802322654657,0.999999999999091,3.30274472259049
488,5.06802322654657,0.999999999999091,3.30274472259049
489,5.06802322654657,0.999999999999091,3.30274472259049
490,5.06802322654657,0.999999999999091,3.30274472259049
491,5.06802322654657,0.999999999999091,3.30274472259049
492,5.06802322654657,0.999999999999091,3.30274472259049
493,5.06802322654657,0.999999999999091,3.30274472259049
494,5.06802322654657,0.999999999999091,3.30274472259049
495,5.06802322654657,0.999999999999091,3.30274472259049
496,5.06802322654657,0.999999999999091,3.30274472259049
497,5.06802322654657,0.999999999999091,3.30274472259049
498,5.06802322654657,0.999999999999091,3.30274472259049
499,5.06802322654657,0.999999999999091,3.30274472259049
500,5.06802322654657,0.999999999999091,3.30274472259049
501,5.06802322654657,0.999999999999091,3.30274472259049
502,5.06802322654657,0.999999999999091,3.30274472259049
503,5.06802322654657,0.999999999999091,3.30274472259049
504,5.06802322654657,0.999999999999091,3.30274472259049
505,5.06802322654657,0.999999999999091,3.30274472259049
506,5.06802322654657,0.999999999999091,3.30274472259049
507,5.06802322654657,0.999999999999091,3.30274472259049
508,5.06802322654657,0.999999999999091,3.30274472259049
509,5.06802322654657,0.999999999999091,3.30274472259049
510,5.06802322654657,0.999999999999091,3.30274472259049
511,5.06802322654657,0.999999999999091,3.30274472259049
512,5.06802322654657,0.999999999999091,3.30274472259049
513,5.06802322654657,0.999999999999091,3.30274472259049
514,5.06802322654657,0.999999999999091,3.30274472259049
515,5.06802322654657,0.999999999999091,3.30274472259049
516,5.06802322654657,0.999999999999091,3.30274472259049
517,5.06802322654657,0.999999999999091,3.30274472259049
518,5.06802322654657,0.999999999999091,3.30274472259049
519,5.06802322654657,0.999999999999091,3.30274472259049
520,5.06802322654657,0.999999999999091,3.30274472259049
521,5.06802322654657,0.999999999999091,3.30274472259049
522,5.06802322654657,0.999999999999091,3.30274472259049
523,5.06802322654657,0.999999999999091,3.30274472259049
524,5.06802322654657,0.999999999999091,3.30274472259049
525,5.06802322654657,0.999999999999091,3.30274472259049
526,5.06802322654657,0.999999999999091,3.30274472259049
527,5.06802322654657,0.999999999999091,3.30274472259049
528,5.06802322654657,0.999999999999091,3.30274472259049
529,5.06802322654657,0.999999999999091,3.30274472259049
530,5.06802322654657,0.999999999999091,3.30274472259049
531,5.06802322654657,0.999999999999091,3.30274472259049
532,5.06802322654657,0.999999999999091,3.30274472259049
533,5.06802322654657,0.999999999999091,3.30274472259049
